,原句,第一个词,第二个词,tag,第一个词位置,第二个词位置
2277,在 第二 部分 中 ， 作者 探讨 了 表面 上 与 种族 无关 但 却 导致 种族 不 平等 的 因素 。,部分,因素,14,2,20
2278,本 信息 表 概述 了 英国 的 劳动 环境,信息,劳动,14,1,7
2279,随着 冬天 的 来临 ， 病毒 正 迅速 蔓延 到 年幼 的 儿童 和 老人 身上 。,病毒,儿童,6,5,12
2280,时钟 信号 由 外腔 半导体 激光器 产生,信号,激光器,1,1,5
2281,地震 灾 后 重建 投资 3600亿元,3600亿元,重建,6,5,3
2282,我们 小心 地 把 热咖啡 倒 进 一个 玻璃杯 里,热咖啡,玻璃杯,6,4,8
2283,本 文件 对 进一步 澄清 作为 一项 人权 获得 饮用水 的 问题 作出 了 重大 贡献 。,文件,澄清,18,1,4
2284,系统性 地 ， 灰尘 和 烟雾 会 刺激 上呼吸道 、 金属味 和 恶心,烟雾,恶心,0,5,12
2285,那天 晚上 我 参加 宴会 的 燕尾服 放在 彼得·里克姆 办公室 的 手提箱 里 。,燕尾服,手提箱,4,6,11
2286,综合 生产 计划 正在 向 各种 作物 推广 ， 可能 与 乳制品 生产 等 部门 有关 。,生产,作物,18,1,6
2287,他 从 实验室 外套 口袋 里 掏出 一支 笔 ， 在 螺旋形 的 纸条 上 草草 写 了 一个 便条 ， 大叫 着 ， 司机 ！ 你 他 妈 的 为什么 不 加油 ？ ！ ？,口袋,外套,2,4,3
2288,卡车 的 底盘 有 两个 固定 在 上面 的 木梁 ， 用来 承载 车身 骨架 的 两个 单轨,底盘,卡车,2,2,0
2289,这家 公司 生产 的 产品 仍然 主要 是 染料,产品,公司,16,4,1
2290,这 封 新 的 信 使 他们 想起 了 经纪人 对 ABC 股票 的 预测 ， 并 对 下个月 def 的 股票 作出 了 新 的 预测 。,信,预测,14,4,26
2291,他们 全力以赴 ， 造成 经济 破坏 的 那些 人 仍 在 上演 这 出 戏 ， 这样 他们 就能 压低 我们 的 身价 ， 廉价 买 下 这个 国家,人,破坏,0,8,5
2292,此外 ， 他 作为 越战 老兵 的 记录 在 最近 的 一本 书 中 也有 记载,记录,书,15,7,12
2293,当 它 走近 时 ， 她 看到 灯光 来自 一个 手电筒 ， 手电筒 被 一只 黑色 苏格兰 大 狗 叼 在 嘴里 ， 它 的 嘴 随着 年龄 的 增长 而 变 灰 。,灯光,手电筒,1,7,12
2294,会议 由 科莫蒂尼 市长 迪米特里奥斯·科特萨基斯 先生 的 欢迎辞 开始,会议,欢迎辞,3,0,7
2295,小鸭子 在 池塘 中央 啃 着 面包屑 划桨 时 滑溜 的 软毛 把 我 压倒 了 ， 看到 海鸥 的 争吵 取代 了 它们 的 位置 ， 我 很 恼火 。,争吵,海鸥,13,20,18
2296,用户 使用 一个 特殊 的 彩色 键盘 在 彭博 上 导航 。,用户,键盘,11,0,6
2297,这 两个 目标 都 得到 了 实现 ， 但 街道 家具 的 首要 目标 是 提高 费城 人 的 生活 质量 ， 次要 目标 是 增加 费城市 的 收入 。,街道,家具,18,9,10
2298,GAA 的 中央委员会 公布 了 有关 纪律 处分 程序 的 措施,措施,程序,14,10,8
2299,太空啤酒 是 用 太空 中 生长 的 大麦 制成 的,太空啤酒,大麦,8,0,7
2300,这个 概念 使用 一个 嵌入 钱包 的 伺服 系统 ， 它 将 手臂 从 平行 旋转 到 垂直 于 钱包 表面,伺服,钱包,2,7,19
2301,旧 砖墙 、 纸 的 气味 和 商店 里 的 大 沙发 都 有助于 创造 一个人们 愿意 花 时间 在 的 舒适 的 地方 的 形象,沙发,商店,2,11,7
2302,高分 使 这个 学生 进入 了 一流 大学,学生,大学,6,3,7
2303,原木 卡车 在 碰撞 后 起火 ， 但 35岁 的 司机 在 出租车 起火 前 逃走 了,起火,碰撞,1,5,3
2304,这 颗 种子 是 在 20世纪60年代 马萨达 发掘 时 在 一个 装满 废弃 枣核 的 罐子 里 发现 的 。,种子,罐子,4,2,15
2305,他 给 一个 不知 名 的 病人 献血 是 件 好事,献血,病人,6,7,6
2306,细胞 迁移 到 两个 上层,细胞,上层,6,0,4
2307,《 哈卡尼 》 是 一部 30分钟 的 电影 ， 讲述 了 巴西 部落 社区 发生 的 杀婴 事件 。,电影,杀婴,14,7,16
2308,他 下午 去 了 迈尔 家 ， 花 了 300英镑 买 了 一个 金 手镯 。,金,手镯,18,13,14
2309,政府 为 规范 整容 手术 程序 而 采取 的 新 措施 是 一个 好 举措,措施,程序,14,10,5
2310,金叶 大堂 天花板 是 由 一位 意大利 工匠 手工 完成 的 。,天花板,工匠,16,2,7
2311,醋 苍蝇 能 靠 酒精 烟雾 生存 ， 唉 ， 所以 只要 拿出 一瓶 有 引诱剂 的 酒 就 够了 。,一瓶,引诱剂,5,13,15
2312,然而 ， 任何 课程 的 重点 都是 艺术 治疗 理论,课程,理论,14,3,9
2313,我 通过 选择 面包 来 改变 口味 的 平衡 ， 并用 葡萄干面包 来 增加 甜度 。,增加,葡萄干面包,1,13,11
2314,一种 由 微型 碳纳米管 制成 的 超 黑色 材料 由 美国 一家 实验室 生产,材料,实验室,16,8,12
2315,注意 ， 背包 被 认为 是 极客 的 标志,背包,极客,10,2,6
2316,在 过去 的 十年 里 ， 孟山 都 一直 在 重新 打造 自己 的 种子 和 生物技术公司 ， 而 不是 一家 专注 于 农用化学品 的 公司 。,种子,公司,16,14,25
2317,2008年 ， 南方 农村 地区 的 儿童 比 城市 地区 的 儿童 更 快 地 陷入 贫困 。,儿童,贫困,18,6,16
2318,甲虫 用 粪便 制成 盔甲 来 保护 自己,甲虫,盔甲,17,0,4
2319,一只 鹰 用 喙 和 爪子 孵化 ， 它们 将 在 鸟 的 一生 中 继续 生长,鹰,喙,3,1,3
2320,这部 电影 描绘 了 八位 有 影响力 的 当代 哲学家 在 纽约 游荡,电影,哲学家,14,1,9
2321,跑道 出口 部分 悬挂 在 支撑 支柱 上 。,跑道,支柱,18,0,6
2322,气味 从 四面八方 ， 从 每 一棵树 和 树枝 上 散发 出来,气味,一棵树,1,0,6
2323,建筑工人 鲍勃 和 朋友们 建造 了 一个 生态 友好 的 城镇,朋友们,城镇,17,3,10
2324,这个 镇 的 人口 大约 是 四 ， 学校 几年前 就 关闭 了 ， 鸟儿们 把 教堂 变成 了 一个 被 粪便 覆盖 的 鸟舍 。,鸟儿们,鸟舍,18,14,24
2325,该 铸造厂 利用 最好 的 水平 分 模线 制造 街道 铸件 ， 并 采用 最好 的 环境 控制 技术,铸造厂,铸件,17,1,10
2326,台湾 警方 在 一只 鳄鱼 咬掉 动物园 兽医 治疗 它 的 手臂 后 ， 被迫 开枪 打死 它 。,手臂,兽医,8,11,7
2327,淋巴瘤 分为 两大类 霍奇金淋巴瘤 和 所有 其他 淋巴瘤 ， 称为 非霍奇金淋巴瘤,淋巴瘤,淋巴瘤,18,0,7
2328,在 靠 近门 的 灌木丛 里 ， 调查 人员 发现 了 一个 背包 ， 里面 有 文件,背包,文件,5,12,16
2329,这 是 一个 童话故事 ， 描绘 了 人类 罪恶 、 苦难 和 徒劳 的 难以置信 的 丑陋 ， 同时 也 描绘 了 爱情 不可思议 的 美丽 力量 。,童话故事,丑陋,14,3,16
2330,宝马 或 巴伐利亚汽车厂 是 一家 德国 汽车 和 摩托车 制造商 。,汽车,制造商,16,6,9
2331,Leah Day 用 缝纫机 把 被子 绑 在 被子 后面,后面,被子,2,9,8
2332,土耳其 著名 作家 的 第三部 小说 叙述 了 17世纪 一位 年轻 的 意大利 基督徒 被 奥斯曼 土耳其人 在 海上 俘虏 的 生活 。,小说,作家,16,5,2
2333,系统 使用 工单 中 标识 的 零件 号 的 工艺 路线 来 确定 工作站 分配 和 装载,系统,路线,11,0,10
2334,多达 85种 引起 呼吸道 疾病 的 病毒 是 通过 这种 技术 鉴定 出来 的,病毒,疾病,0,6,4
2335,源 数据 来自 超声 反射 模式 模拟,数据,模拟,8,1,6
2336,奶油 蘑菇汤 最早 出现 在 30年代 ， 并 成为 最 受欢迎 的 食谱 助手 之 一 ， 作为 丝绒 和 贝克汉姆 酱汁 的 替代品 。,蘑菇汤,蘑菇汤,9,1,1
2337,在 许多 司法 管辖 区 ， 垃圾邮件 一直 是 立法 的 主题 。,垃圾邮件,立法,15,6,9
2338,第一章 叙述 了 这个 国家 的 古代 历史 。,第一章,历史,14,0,7
2339,您 的 上传 已 添加 到 系统,上传,系统,6,2,6
2340,金属 被 释放 到 环境 中,金属,环境,6,0,4
2341,鉴于 工厂 的 主要 产品 是 避孕套 ， 同性恋 社区 的 支持 是 必不可少 的,工厂,避孕套,17,1,6
2342,作者 的 新 小说 是 19世纪末 至 第一次世界大战 期间 令人震惊 的 详细 和 充满 责任感 的 重新 创作 ， 充斥 着 试图 界定 自己 责任 的 人 。,作者,小说,17,0,3
2343,加州大学斯坦尼斯劳斯分校 学生 向 校长 门 投诉,投诉,门,6,5,4
2344,然而 ， 由于 在 日本 吃肉 是 一种 禁忌 ， 于是 用 金银花 糖浆 加 糖 的 Azuki豆沙 代替 馅料 。,金银花,糖浆,9,12,13
2345,梵蒂冈 的 教皇 社会 交流 委员会 为 一个 由 意大利 牧师 开发 的 应用程序 祈福 。,应用程序,牧师,16,13,10
2346,就像 中世纪 弓箭手 的 一个 营 ， 这些 血浆 细胞 释放 出 它们 的 抗体 ， 这些 抗体 会 传播 到 有害 细菌 的 外表面 。,营,弓箭手,13,5,2
2347,燃煤 造成 的 空气污染 非常 严重 ， 我们 负担 不 起 以 任何 方式 倒退 的 政策,空气污染,燃煤,1,3,0
2348,开发 vista 的 困难 源于 它 的 整体 结构 和 对 “ 向后兼容性 ” 的 需求 ， 即 确保 客户 在 旧 版本 windows 上 使用 的 软件 在 vista 下 工作 。,困难,结构,8,3,8
2349,一种 药物 阻断 细胞 内 的 蛋白质 ， 另一种 药物 在 细胞 表面 也 起 同样 的 作用 。,蛋白质,细胞,2,6,11
2350,所有 1000个 Lemote盒子 都 已 交付 给 用户,Lemote盒子,用户,6,2,7
2351,许多 引起 皮疹 的 病毒感染 会 在 几天 内 消退 ， 不需要 药物治疗 。,病毒感染,皮疹,0,4,2
2352,海姆利希 手法 失败 后 ， 老师 用 菜刀 和 吸管 做 环状 舌骨 切除术 。,老师,菜刀,11,5,7
2353,人们 确实 在 对话框 中 阅读 了 文本,文本,对话框,2,7,3
2354,安吉拉 与 完成 了 一本 非小说类 书籍 的 作者 合作 ， 也 与 正 处于 计划 阶段 的 作者 合作 。,作者,书籍,17,8,6
2355,前面 几章 很少 提到 电影 语言 的 概念,几章,概念,14,1,7
2356,高温计 制造商 举办 了 一场 精彩 的 展览,制造商,高温计,17,1,0
2357,他们 身边 只有 军队 里 最 狡猾 的 中士 和 嗜好 咖啡 的 吸血鬼,中士,军队,12,8,3
2358,反对 党 领袖 躲藏 起来 了,反对,躲藏,18,0,3
2359,剩下 的 三份 手稿 涉及 性别 确认 手术 治疗 的 心理 方面,手稿,方面,14,3,11
2360,我 刚刚 卖掉 了 一枚 金戒指 ， 那 是 我 最后 的 财产 ， 现在 我们 已经 没有 东西 可以 过 上 更好 的 生活 了,金戒指,金戒指,18,5,5
2361,一些 已经 成功 地 将 程序 导入 他们 自己 的 计算机,程序,计算机,6,5,10
2362,酸奶汤 在 土耳其 和 中亚 都 很 受欢迎,酸奶汤,酸奶汤,9,0,0
2363,在 这本书 中 ， 科普 特埃 及 诗人 回到 了 他 的 文化 根源 和 力量 的 遗产 ， 这 是 对抗 因 语言 、 国家 或 宗教 而 对 整个 社区 的 敌对 行动 所 必需 的 。,这本书,诗人,16,1,7
2364,根据 公司 章程 的 规定 ， 作为 公司 成员 的 每个 组织 都 有权 享有 本 章 规定 的 所有 注册 利益 。,组织,公司,12,11,7
2365,一定要 多喝水 ， 防止 脱水 发烧,发烧,脱水,1,5,4
2366,但是 研究 人员 现在 已经 了解到 突触 部位 的 分子 是 如何 巩固 记忆 的 。,分子,突触,2,9,6
2367,第一个 大规模 销售 的 牙膏 是 在 高露洁 的 一个 罐子 里 ， 我们 今天 知道 的 管子 是 1896 。,牙膏,罐子,4,4,10
2368,情节 剧情节 处理 了 人类 情感 的 危机,情节,危机,14,0,7
2369,一只 熊 被 扔进 了 被 2004年 海啸 摧毁 的 石化 沼泽地 。,熊,沼泽地,6,1,11
2370,在 根管治疗 过程 中 ， 次氯酸钠 被 注入 牙齿 ， 并 通过 牙齿 进入 病人 的 鼻窦 。,次氯酸钠,牙齿,6,5,12
2371,即便 如此 ， 细致 地 抄写 一篇 文章 的 劳动 使 一位 专业 的 抄写员 所 写 的 书 成为 一种 相对 昂贵 的 奢侈品 。,书,抄写员,16,18,14
2372,这本书 的 作者 被 认为 是 尼希米 本人 。,作者,这本书,17,2,0
2373,他 指出 ， 在 印刷 之前 ， 一些 关键 的 短语 已经 被删除 了 ， 而 这些 短语 在 早些 时候 已经 被 草案 的 几位 科学家 所 认可 。,草案,科学家,16,23,26
2374,空气 进入 颅骨 的 机制 也许 可以 与 空气 进入 装满 液体 的 瓶子 的 机制 相比较,瓶子,液体,5,13,11
2375,协会 向 教师们 通报 当前 的 发展 情况 。,协会,发展,18,0,6
2376,两个 核 已 迁移 到 共轭管 中,核,共轭管,6,1,5
2377,从 你 在 床上 枕头 下 听 的 晶体管 收音机 到 网上 的 流媒体 ， 费舍尔 把 一切 都 覆盖 了 ， 非常好,枕头,床上,18,4,3
2378,这 棵 松树 的 树根 周围 的 地面 已 被 侵蚀 了,树根,松树,2,4,2
2379,乔治·克鲁尼 、 伊万·麦格雷戈 、 凯文·斯派西 和 杰夫·布里奇斯 在 这个 喧嚣 的 故事 中 处于 最佳状态 ， 故事 讲述 的 是 一个 由 受过 新时代 战争 训练 的 通灵 士兵 组成 的 绝密 旅 。,旅,士兵,13,32,28
2380,病毒 被 送到 毫无 防备 的 实验室,病毒,实验室,6,0,6
2381,出人意料 的 是 ， 很快 ， 一个 罪魁祸首 从 数据 中 冒 了 出来,罪魁祸首,数据,8,7,9
2382,安妮·梅扬 正在 看 一张 她 用 从 破旧 的 棉衬衫 和 涤纶 裤子 上 撕下来 的 条子 拼凑 起来 的 被子 的 照片 。,照片,被子,14,22,20
2383,橡树根 和 洋甘菊 提供 一种 温和 的 收敛剂 ， 有助于 减少 发炎 和 平息 来自 太阳 和 环境污染物 的 皮肤 刺激 。,刺激,太阳,1,20,15
2384,Skype 创始人 已经 进入 了 网络 电视 领域,创始人,电视,6,1,6
2385,结肠炎 通常 是 服用 抗生素 引起 的 。,结肠炎,抗生素,1,0,4
2386,小组 成员 将 知识 和 经验 带 到 了 一场 辩论 中 ， 辩论 的 焦点 是 世界上 最大 的 行业 内 的 合并 、 收购 和 合资企业 。,辩论,合并,14,10,23
2387,这 座 低矮 的 建筑 被 一个 巨大 的 玻璃 穹顶 所 覆盖 ， 在 其 上 建造 了 一个 外部 结构 ， 以 保护 其 不受 腐蚀 。,结构,穹顶,18,21,10
2388,正是 星尘 从 先前 的 进化 周期 中 留下 ， 没有 开始 或 结束 的 周期,星尘,周期,8,1,15
2389,甲基苯丙胺 残留物 和 一根 用来 吸食 它 的 破管子 是 从一 个 厕所 里 取回 的 ， 还有 藏 在 毛巾 里 的 7800元 现金 。,现金,毛巾,4,24,20
2390,通货膨胀 带来 的 利润 减少 引发 了 银行业 危机 ， 在 90年代末 ， 银行业 进行 了 彻底 的 重组 。,利润,通货膨胀,1,3,0
2391,总的来说 ， 地震 后 的 大火 烧毁 了 530多个 地方 的 7456所 房屋,大火,地震,1,5,2
2392,英雄 最初 试图 用 自己 的 力量 阻止 火车 ， 但 失败 得 很 惨 ， 并没有 使 火车 减速 。,英雄,力量,18,0,6
2393,当 哈迪斯 和 他 幸存 的 部族 成员 跟踪 并 残忍 地 杀死 威尔逊 时 ， 科学家 关于 突变体灭绝 的 理论 被 证明 是 错误 的 。,科学家,理论,17,16,20
2394,其余 的 定居者 从 塞维尔 的 东岔口 挖 了 一条 10英里 （ 16公里 ） 长 的 沟渠 到 热带 山谷 。,定居者,沟渠,17,2,16
2395,在 临时 搭建 了 一个 弹弓 后 ， 这位 英雄 显然 从 他 破旧 房间 的 天花板 上 飞过 ， 消失 在 太空中 。,弹弓,英雄,16,5,9
2396,一位 顾客 在 法尔茅斯 的 沃尔玛 购物 时 ， 在 他 准备 购买 的 钱包 里 发现 了 10颗 牙齿 。,牙齿,钱包,4,19,14
2397,当 我 到 了 那里 ， 一个女人 突然 从 办公室 出来 ， 自我 介绍 说 她 是 首相 的 秘书 。,一个女人,办公室,8,6,9
2398,后面 是 一个 西方 团 ， 一个 由 猎人 和 射手 组成 的 团,团,猎人,13,4,8
2399,一 对 年轻 夫妇 来到 澳大利亚 内地,夫妇,内地,6,3,6
2400,discworld 小说 包含 贯穿 整个 系列 的 共同 主题 和 主题 。,小说,主题,14,1,10
2401,带 颜色 的 美发 已 成为 当今 的 普遍 趋势,美发,颜色,18,3,1
2402,与 前 转向 轴 相连 的 活塞杆 使 其 在 X 点 转动,活塞杆,活塞杆,2,6,6
2403,这里 提供 的 信息 来自 一系列 季节性 的 电话 调查,信息,调查,8,3,9
2404,草莓制造酶 存在 于 植物 的 根部 ， 在 蚯蚓 消化液 的 催化 下 生成 草莓 。,草莓制造酶,草莓制造酶,17,0,0
2405,所有 的 鸟 都 飞 进 地铁 去 迎接 暴风雪,鸟,地铁,6,2,6
2406,吉本德 的 绗缝 传统 可以 追溯 到 19世纪 ， 当时 奴隶们 用 布条 做床罩 。,奴隶们,做床罩,17,10,13
2407,今天 的 专利 精神 错乱 的 故事 是 由 Wysong 提供 的 ， Wysong 是 一家 小型 天然 宠物 食品 公司 ， 在 80年代 早期 提出 了 一种 在 食品 中 添加 益生菌 的 方法 。,公司,方法,17,20,34
2408,该 部门 最近 的 交通 研究 表明 ， 大多数 事故 是 由 司机 引起 的,事故,司机,1,9,12
2409,美国海关 和 边防 官员 在 查获 一个 装满 大麻 的 手提箱 时 阻止 了 一次 毒品 走私 企图 。,手提箱,大麻,5,10,8
2410,他 一直 在 把 湿地 排 成 联邦 政府 拥有 的 沟渠,湿地,沟渠,6,4,11
2411,螨虫 的 洞穴 、 粪便 、 蛋白质 和 卵 会引起 瘙痒 、 皮疹 和 敏感 。,洞穴,皮疹,0,2,12
2412,马库斯 用 螺丝刀 刺伤 其中 一名 袭击者 ， 我们 看到 了 冲击 ， 受害者 痛苦 地 取出 螺丝刀 。,受害者,螺丝刀,9,13,17
2413,外部 导出 的 数据 泄漏 到 系统 中,数据,系统,6,3,6
2414,有人 就 德国 的 合伙 安排 提出 了 一个 问题,问题,安排,14,9,5
2415,对于 初学者 来说 ， 钢琴 键盘 上 的 琴键 布局 很难 辨认,钢琴,键盘,3,4,5
2416,序言 解释 了 文件 的 目的 和 基本 哲学,序言,目的,14,0,5
2417,分析 装置 促使 连接 终止,装置,终止,0,1,4
2418,当 其他 机构 从一 个 商业 行为 越来越 腐败 、 对 外国 高管 来说 越来越 危险 的 国家 纾困 出来 时 ， 当地 的 行业 实际上 被 摧毁 了 。,机构,国家,8,2,17
2419,公司 产品 的 营销 策略 和 广告 宣传 活动 致力于 恢复 老 的 传统 魅力 形象,广告,产品,14,6,1
2420,这 架 飞机 在 起飞 后 从 跑道 22R 退回 到 商业 围裙 。,飞机,跑道,8,2,7
2421,杏果酱 治疗 情绪性 消化不良 有效,杏果酱,杏果酱,9,0,0
